,Bio,Hashtags,Location,Location Coordinates,Mentions,Name,Number Following,Number of Followers,Number of Tweets,Time,Tweet,Tweet ID,Username,Web
237,"Twitter news bot bringing you the latest headlines from across the internet

@jaketc1998",,,,,theelatestnews,261,146,74385,Sun Jul 07 21:10:02 +0000 2019,'Brexit is end of SNP' Former MEP delivers brutal blow to Sturgeon's independence plans - Express-https://t.co/5P3Ex7mcQS,1147976087361769472,Latest News,https://t.co/5P3Ex7mcQS
243,"Get the latest Scottish news, entertainment and sport from your No.1 Scottish Sun. Also on Facebook http://t.co/RUOBJl7F8g",,"Glasgow, UK",,,ScottishSun,946,45653,196473,Sun Jul 07 20:44:51 +0000 2019,"Nats urge Sturgeon to start independence talks - even if indyref2 is rejected

https://t.co/6C00nKasV9",1147969749139300353,The Scottish Sun,https://t.co/6C00nKasV9
252,"Director @alivewithideas, dad to Alfie. Lover of #creative, #design and other stuff and nonsense!",,"England, United Kingdom",,MortyJMo AmazonUK,AlanHasIdeas,2298,1140,2432,Sun Jul 07 20:12:38 +0000 2019,@MortyJMo @AmazonUK I think it’s on my recommends list because I bought another mask. It was of Nicola Sturgeon. Not enough characters to explain that one! https://t.co/4hXycZxIEb,1147961645009965056,Alan Oram,
253,,,"Scotland, United Kingdom",,MacEnheimer,NinjaPirate1877,468,113,3706,Sun Jul 07 20:10:01 +0000 2019,@MacEnheimer https://t.co/X3MBWjXiEs maybe you missed it. https://t.co/SkinTaeZTr,1147960985032044544,jnr1877,https://t.co/X3MBWjXiEs
254,"We shall fight them in the courts, we shall fight them in the commons, we shall never surrender. Look forward to election day. Punish the ignorant politicians.",,,,BorisJohnson,Welsys1974,21,8,194,Sun Jul 07 20:02:21 +0000 2019,@BorisJohnson Thank you Boris. We must defeat the NP of Scotland. Its turning into a circus every time Sturgeon opens her mouth.,1147959055715065856,SassieMcStu,
255,"Carole Di Tosti, Ph.D. Writer: http://t.co/xJV0t4ZX7w  
http://t.co/KkeM0dkKYp
http://t.co/wyTfZGClUK  http://t.co/LPsF7g5Vs8
http://t.co/7vDUfYxg0j",,I am we and we are thee and we are all together: The World: NYC,,,mercedeskat45,3430,3412,104622,Sun Jul 07 20:00:50 +0000 2019,Scotland is considering giving each citizen a universal basic income https://t.co/os75MoYytJ,1147958674536697859,Carole Di Tosti,https://t.co/os75MoYytJ
256,twitter backbencher,,,,,RobDunsmore,909,2145,63872,Sun Jul 07 19:59:50 +0000 2019,Anti-Sturgeon abuse Tory invited onto BBC Scotland https://t.co/A3bykqEQfQ,1147958420831711233,Robert,https://t.co/A3bykqEQfQ
264,,,"Glasgow, Scotland",,,BrittonGillian,375,241,34851,Sun Jul 07 19:32:54 +0000 2019,"I make a point of closely following Scottish politics and watch FMQ'S every week and I can say that I have never come across this man. 

What an impact he's had on the Scottish political arena.

Fancy thinking he can pass judgement on Nicola Sturgeon, what a fool. https://t.co/C1iGeXXCaq",1147951643427819520,Gillian Britton,https://t.co/C1iGeXXCaq
265,54 and feeling it,,,,BorisJohnson,magson65,7,4,68,Sun Jul 07 19:31:18 +0000 2019,@BorisJohnson Nicola Sturgeon is in the firing line then,1147951240854290432,steve magson,
272,be happy,,"Dumfries, Scotland",,BorisJohnson,JunePay96268831,69,7,446,Sun Jul 07 18:12:51 +0000 2019,@BorisJohnson Just do your best to shut the Sturgeon up Boris . We are sick to the back teeth of her ... do Scotland this big favour and I will reconsider giving the Tories back my vote 😁,1147931500035366912,keekstane,
275,Les Enfants Terribles desidera far conoscere la situazione in Irlanda del Nord e la lotta repubblicana per la riunificazione dell'isola.,,,,,les_enfants,256,158,5220,Sun Jul 07 18:08:47 +0000 2019,"Verso il referendum dell'indipendenza scozzese, Sturgeon pensa come aggirare il veto di Westminster - https://t.co/xSPCSs0uT4",1147930474658111488,Let,
276,Championing design excellence and exploration. DES 2019 28 June - 2 July & DES Debates on 1 July @lyonandturnbull,,"Scotland, United Kingdom",,,susannabeaumont,198,221,338,Sun Jul 07 18:08:36 +0000 2019,Brilliant! https://t.co/5tymMKh4Jp,1147930429397356544,Design Exhibition Scotland,https://t.co/5tymMKh4Jp
280,I’m a great granny called Granni Janni,,,,stellacreasy,JaniceA26861192,23,4,22,Sun Jul 07 18:03:55 +0000 2019,@stellacreasy Boris is in reality Nicola Sturgeon’s secret weapon to ensure Scotland votes overwhelmingly in favour of independence at the next referendum 😬,1147929252400128004,Janice Alexander,
281,#teamruth is dead.,,Scotland 🏴󠁧󠁢󠁳󠁣󠁴󠁿,,firstfinequine RuthDavidsonMSP,indy_swim,233,194,3029,Sun Jul 07 17:57:13 +0000 2019,@firstfinequine @RuthDavidsonMSP President of the Nicola Sturgeon Fan Club 😉😂,1147927564373168128,[indy swim],
282,"Scotland's national newspaper. See also: @ScotsmanSport, @ScotPolitics, @Scot_Business, @Scot_Heritage and @Scotsman_Arts",indyref2,Scotland,,scotlandinunion,TheScotsman,1252,155919,231397,Sun Jul 07 17:43:06 +0000 2019,"Electoral Commission ‘must be involved in #indyref2 wording’, @scotlandinunion tell Nicola Sturgeon
https://t.co/YsbGcGN6xc",1147924012548468736,The Scotsman,https://t.co/YsbGcGN6xc
287,#teamruth is dead.,,Scotland 🏴󠁧󠁢󠁳󠁣󠁴󠁿,,,indy_swim,233,194,3029,Sun Jul 07 17:18:39 +0000 2019,And they call us vile and scum. Basically publicly expressing the death of Nicola Sturgeon. https://t.co/oXVImo5mdI,1147917860121055232,[indy swim],
291,"Greenock lad 
The MIGHTY TON",,St Tropez of the West Coast (Wemyss Bay),,indy_swim alanferrier,spain_sweden,242,146,4840,Sun Jul 07 16:38:53 +0000 2019,"@indy_swim @alanferrier Ruth Davidson wishes she was as competent , Able ,Respected and loved as much as Nicola Sturgeon",1147907852213936128,Robert McCallion,
295,"Outdoor guy,love camping,fishing,photography,wildlife,History,Archaeology,the Romans.Brexiteer.",,"United Kingdom,",,Grimsby4B,trevorjones46,460,429,8269,Sun Jul 07 16:04:54 +0000 2019,@Grimsby4B Obviously Nicola Sturgeon will allow them to fish Scottish waters.,1147899298056671237,Trevor Jones,
296,Design Curator @LocalHeroesScot https://t.co/kkHwWiI0ck Glaswegian | Secretly Canadian #VADundeeDesignChampion https://t.co/ocp194CNfl,ScottishDesign,"Edinburgh, Scotland",,LocalHeroesScot NicolaSturgeon dezeen,StaceyHunterEdi,3176,1900,5953,Sun Jul 07 15:59:35 +0000 2019,"My latest @LocalHeroesScot project placing #ScottishDesign in the office of @NicolaSturgeon is in international design magazine @dezeen! 
_
https://t.co/Is2w6t2JEW https://t.co/HpUlpyvDyo",1147897959280992256,Stacey Hunter,https://t.co/Is2w6t2JEW
297,,scotland Campbeltown stunning sturgeon,"Scotland, United Kingdom",,,garys07271785,89,13,32,Sun Jul 07 15:58:58 +0000 2019,Hard to believe this is #scotland 5 miles from #Campbeltown absolutely #stunning ... good to jimmy #sturgeon krankie can’t ruin this https://t.co/mUD5CnMerD,1147897806897778694,gary s,
298,Currently studying an MA in Politics so I'm likely to be tweeting about stuff relating to that.,,Great Britain,,NicolaSturgeon,RepGB,2730,25066,67,Sun Jul 07 15:56:27 +0000 2019,".@NicolaSturgeon has been democratically elected as leader of her country and for that alone she is far more worthy of respect and admiration than any member of the royal family. 

https://t.co/5P1qg9WLtD",1147897173750632449,Stephen Lynch 🇬🇧🇪🇺,https://t.co/5P1qg9WLtD
299,I believe in a reformed Union that is equal and works for all four home nations.,,"England, United Kingdom",,edglasgow59 TS_3502,HnB50553445,1228,547,3170,Sun Jul 07 15:54:30 +0000 2019,@edglasgow59 @TS_3502 They just don't get it do they? I'm sure they think Nicola Sturgeon has a magic money tree at the end of her garden. 🌲🤣😂🤣😂,1147896682971062272,HnB,
300,,,,,,BerylTu52888375,281,358,21462,Sun Jul 07 15:54:05 +0000 2019,'Brexit is end of SNP' Former MEP delivers brutal blow to Sturgeon's independence plans https://t.co/PnmkmZ9eee,1147896577513668608,Beryl Turner,https://t.co/PnmkmZ9eee
301,"British-born West African Gentleman with Strong Views on Everything 🇬🇧🇬🇧🇬🇧💧(PhD, Chem Eng.)",,,,BruceNL1956 CraigMurrayOrg robmcd85 uncleprober,JethroBoateng,192,83,4053,Sun Jul 07 15:46:32 +0000 2019,@BruceNL1956 @CraigMurrayOrg @robmcd85 @uncleprober Why inject racism into this matter. Scotland does require UK govt permission. Salmond asked Dave Cameron for permissionn for 2014 referendum and it was granted. Sturgeon asked Theresa May for new referendum and it was rejected. England is not a country too. Happy now?,1147894675854045185,JethroBoateng,
302,"was no, big mistake, now YES #indyref2",,,,indy_swim RuthDavidsonMSP,proscot4indy,1439,1455,25781,Sun Jul 07 15:45:20 +0000 2019,"@indy_swim @RuthDavidsonMSP Nicola Sturgeon lives rent free, in her head. 😆😆",1147894374329720832,wasnonowYES,
304,"#Rangers #AlfaRomeo #Girls, #F1 #Food, #Beer, #RAF #Travel #hateSNP Scottish by Birth, British by Law and a Highlander by the grace of God 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇬🇧",,"London, England",,Maureen6Johnson NicolaSturgeon,MiguelSantosIII,4996,3351,4848,Sun Jul 07 15:35:18 +0000 2019,"@Maureen6Johnson @NicolaSturgeon Sturgeon, you poisonous little goblin....Scotland will NEVER follow your hatred....I look forward to the day we smash your vile nationalism and drive you into the sea. 🇬🇧🇬🇧🇬🇧🇬🇧",1147891851439104000,Miguel Santos III,
313,Left leaning right handed. Indy supporter. Swears a lot. Retweets are not endorsements unless they are. Awake not woke.,,,,Escarii_R meljomur MeanwhileScotia iainmacwhirter,EdinCaol,538,425,9211,Sun Jul 07 15:11:27 +0000 2019,"@Escarii_R @meljomur @MeanwhileScotia @iainmacwhirter It was in their manifesto that people, for whatever reason, voted for. It was then put to and voted on by the Scottish parliament.

https://t.co/exCoXPdFw7",1147885848760901632,Adam Caol McLeod 🏴󠁧󠁢󠁳󠁣󠁴󠁿,https://t.co/exCoXPdFw7
320,,,,,michael_l1966 JohnJohndonald1 Sassy_Parent PeteWishart MhairiBlack,StewartNial,329,266,17494,Sun Jul 07 14:16:56 +0000 2019,"@michael_l1966 @JohnJohndonald1 @Sassy_Parent @PeteWishart @MhairiBlack Er, yes it does. Why else would Elsie be saying this....

You've been misled.

https://t.co/K4aIvmkaYp",1147872128810852352,Nial Stewart,https://t.co/K4aIvmkaYp
324,Breaking Pro Brexit news stories.,,,,,BBrexitNews,113,212,975,Sun Jul 07 14:00:24 +0000 2019,’Brexit is end of SNP’ Former MEP delivers brutal blow to Sturgeon’s independence plans https://t.co/4aUQ7Hg2CH,1147867967704768513,BREAKING BREXIT NEWS,https://t.co/4aUQ7Hg2CH
325,Haggis Farmer in Gods Country Scotland. I follow back unless your a Nat. No DMs from unknowns.,,RT's Are Not An Endorsement,,,ISambaman,1561,1462,48191,Sun Jul 07 13:55:04 +0000 2019,"I don't remember anyone electing Nicola Sturgeon as First Minister in 2014, weird that eh. https://t.co/HYhdBl2qDB",1147866626479525888,Silvio Tattisconie 💎,https://t.co/HYhdBl2qDB
327,British forces veteran 🇬🇧proud of my Queen and country🇬🇧♿️,,United Kingdom,,,Bryan4265901,2980,3172,122534,Sun Jul 07 13:42:11 +0000 2019,"https://t.co/uds8e8x35r.
They have named it already it’s called SCOTTISH STURGEON",1147863383145897985,Bryan 🇬🇧🌹🇺🇸 🌷🦋🏁♿️,
333,"British-born West African Gentleman with Strong Views on Everything 🇬🇧🇬🇧🇬🇧💧(PhD, Chem Eng.)",,,,Scotlandscreams CraigMurrayOrg robmcd85 uncleprober,JethroBoateng,192,83,4053,Sun Jul 07 13:24:28 +0000 2019,@Scotlandscreams @CraigMurrayOrg @robmcd85 @uncleprober UK is recognized internationally as a country. It can conduct its own diplomatic/international relations and everybody including Nicola Sturgeon &amp; her SNP jingoists will only be allowed to board an aeroplane to go overseas if they have a UK Passport (not fake Scottish Passport),1147858923355086849,JethroBoateng,
336,"Still Feart? We're no afraid, ever! 🏴󠁧󠁢󠁳󠁣󠁴󠁿 ///////In the age of information, Ignorance is a choice / European Retweet Champion",,"Scotland, ",,,ItsMeRedders,4070,3236,6437,Sun Jul 07 13:08:36 +0000 2019,"Irrelevant EX-MEP cast aside by Scottish voters rattles his gums. 
Don’t miss out on this huge exclusive from a nobody today in the Express  . 
https://t.co/jAlBlbt9FT",1147854930302197762,Its Me Redders Vile Cybernat Insurgent Commander,https://t.co/jAlBlbt9FT
340,Mammy to Mr Fionn n an ASBO dug. Don't ever say it cannae get worse. Never underestimate the power of laughter.,,"Glasgow, Scotland",,UKChange,Bonbononeill1,518,434,3243,Sun Jul 07 12:34:21 +0000 2019,"First Minister, Nicola Sturgeon.: Release all the Catalan Political Prisoners, being held by Spain. Free them now. - Sign the Petition! https://t.co/pGgGTfJHb3 via @UKChange",1147846312576135168,Bonbononeill,https://t.co/pGgGTfJHb3
341,In art and dream may you proceed with abandon. In life may you proceed with balance and stealth.,,Highest taxed part of the UK,,,putey_pute,4605,4159,93038,Sun Jul 07 12:32:04 +0000 2019,"Nicola Sturgeon, First Minister endorsing a hate march where people chanted ‘Maggie, Maggie, Maggie, Dead Dead Dead’. Scotland, 2019. https://t.co/eUZVp7XCmY",1147845737960607744,Putey Pute,
344,Bookseller,,"Aberdeen, Scotland",,proud_cybernat,GjciscoGraeme,1022,66,3372,Sun Jul 07 11:30:58 +0000 2019,@proud_cybernat You’ve a very selective memory. The FM NS wrote to PM TM requesting a second referendum back in 2017. There was no mention from Nicola Sturgeon of clarity on Brexit then .,1147830360778125313,Graeme Jamieson,
345,Designer-maker and researcher of creative tool use and 3D printing.,,"Glasgow, Scotland",,LocalHeroesScot dezeen,LynneMacLachlan,997,1006,1573,Sun Jul 07 11:28:16 +0000 2019,.@LocalHeroesScot First minister’s Collection featured on @Dezeen! https://t.co/0iU2UDnZfK https://t.co/x2KDHkNPT8,1147829681183502337,Dr Lynne MacLachlan,https://t.co/0iU2UDnZfK
347,,,Glasgow/Scotland,,STVNews,murdoch285,107,54,91,Sun Jul 07 11:27:17 +0000 2019,@STVNews So does Nicola Sturgeon to Scotland 🙈,1147829435485360128,Murd,
350,Angry Gnome,,Welsh,,GlasgowAlbum,Dragonglenny,303,162,5849,Sun Jul 07 11:09:22 +0000 2019,@GlasgowAlbum Blame Sturgeon.  She and the SNP are too busy plotting referendums for indendence and not doing the day job of running the Scottish economy and promoting Scottish interests.,1147824925648007168,Dragonglenn,
356,"A modest man, with much to be modest about. Irish. Has wrestled with his conscience, and won. Views expressed are strictly other people's.",,,,ashstronge NicolaSturgeon Adamprice,caimintwi,1376,362,15147,Sun Jul 07 10:23:51 +0000 2019,@ashstronge @NicolaSturgeon @Adamprice If Nicola Sturgeon had organised an illegal Indy referendum.,1147813471888838657,Caimin,
359,Scottish. Taxi driver. Hibs fan. Socialist. Yesser.,,Falkirk,,TheScotsman scotlandinunion,Rodsterino,335,260,11517,Sun Jul 07 09:49:29 +0000 2019,@TheScotsman @scotlandinunion Ask Nicola Sturgeon. Ask.,1147804823699542017,Rod McManus,
360,"Retired. Married, three children and two grandchildren.",,Scotland,,meljomur theSNP,Jeans3112,133,20,526,Sun Jul 07 09:44:26 +0000 2019,"@meljomur @theSNP We need a new leader in the SNP. Sturgeon is far too occupied with minorities, dishing out our money to immigrants, drug addicts, foreign aid, plus all her personal jollies around the world and in particular, cosying up to the EU.",1147803553085480960,Jean,
361,"Scotland's national newspaper. See also: @ScotsmanSport, @ScotPolitics, @Scot_Business, @Scot_Heritage and @Scotsman_Arts",indyref2,Scotland,,scotlandinunion,TheScotsman,1252,155919,231397,Sun Jul 07 09:43:03 +0000 2019,"Electoral Commission ‘must be involved in #indyref2 wording’, @scotlandinunion tell Nicola Sturgeon
https://t.co/GBTe41OEZV",1147803204492640256,The Scotsman,https://t.co/GBTe41OEZV
364,"Retired military aviator,slightly right of Atilla t’ Hun, believes that Brussels powers need to be devolved.Update,now devolved, No ... back to differing.",ConservativeLeadershipRace scottishindependence,Somewhere in France,,Conservatives theSNP,vern_the_crip,8,12,657,Sun Jul 07 09:21:46 +0000 2019,"#ConservativeLeadershipRace #scottishindependence Why not have a Union referendum on retaining Scotland.Politicians,that include Sturgeon,may be surprised at the result ⁦@Conservatives⁩ ⁦@theSNP⁩ https://t.co/S5xinENocg",1147797845573066754,VernTheCrip,
366,,,,,,gecko39,4994,1944,173746,Sun Jul 07 09:12:43 +0000 2019,"Scottish secretary warns Johnson: no-deal Brexit could split UK

Michael Savage &amp; Toby Helm
06JUL19

https://t.co/gNKU8FIKrV 

David Mundell says Nicola Sturgeon would use October exit to push for independence https://t.co/CUoQC00rrm",1147795570951675904,fj,https://t.co/gNKU8FIKrV
369,,,,,Superfind 2351onthelist SteveSayersOne,StewartNial,329,266,17494,Sun Jul 07 08:56:31 +0000 2019,"@Superfind @2351onthelist @SteveSayersOne ""You won't have the SNP to blame then because they may not exist post independence""

They wouldn't stick around when they see the damage it's done to the country, Sturgeon would be the most hated woman in Scotland.

But it's not going to happen, so don't worry. 😀",1147791493354184704,Nial Stewart,
370,"King of the Wild frontier, Leader of the Mutant Ninja penguins, Emperor of the Purple Tree Squirrels.....and other assorted objects.",,Hartlepool,,milepoolie,Jickymonsoon,120,115,2420,Sun Jul 07 08:54:48 +0000 2019,@milepoolie Just fuck Nicola Sturgeon off...that’ll do!,1147791059981934592,Mick Johnson,
